iter	Logloss
0	0.6931095193
1	0.6930686936
2	0.693028309
3	0.692991089
4	0.692952553
5	0.6929136971
6	0.6928760923
7	0.6928356963
8	0.6927979815
9	0.692760251
10	0.6927227942
11	0.6926832893
12	0.6926445248
13	0.6926071895
14	0.6925675868
15	0.6925283439
16	0.6924904867
17	0.6924525655
18	0.6924146329
19	0.6923767574
20	0.6923390722
21	0.6922999346
22	0.6922609557
23	0.6922220314
24	0.6921844368
25	0.6921469869
26	0.6921094911
27	0.6920706679
28	0.6920332809
29	0.6919956416
30	0.6919579783
31	0.6919203906
32	0.6918826834
33	0.6918433152
34	0.6918041492
35	0.6917664295
36	0.691728745
37	0.6916897847
38	0.6916506976
39	0.6916133454
40	0.6915746318
41	0.6915371641
42	0.6914994951
43	0.6914619654
44	0.6914243027
45	0.69138528
46	0.6913479746
47	0.6913106734
48	0.6912716679
49	0.6912344417
50	0.6911971933
51	0.6911598126
52	0.6911222949
53	0.691084787
54	0.691045782
55	0.6910084016
56	0.6909697227
57	0.6909316426
58	0.6908943536
59	0.6908571905
60	0.6908197812
61	0.6907823651
62	0.6907450586
63	0.6907076143
64	0.6906703424
65	0.690633093
66	0.6905942248
67	0.6905571549
68	0.6905200088
69	0.6904811756
70	0.6904437671
71	0.6904064371
72	0.6903690863
73	0.6903305624
74	0.6902916649
75	0.6902544625
76	0.6902174548
77	0.6901802974
78	0.6901409521
79	0.6901022623
80	0.6900649911
81	0.6900262206
82	0.6899875646
83	0.689948678
84	0.6899113316
85	0.6898727337
86	0.6898355254
87	0.68979865
88	0.6897603841
89	0.6897234919
90	0.6896846062
91	0.6896473915
92	0.689610229
93	0.6895731421
94	0.6895362486
95	0.6894992186
96	0.6894605234
97	0.6894219063
98	0.689383537
99	0.6893464195
100	0.689309494
101	0.6892710511
102	0.6892325227
103	0.689195492
104	0.6891584906
105	0.6891200372
106	0.6890816808
107	0.6890447326
108	0.6890079488
109	0.6889695865
110	0.6889308043
111	0.688892406
112	0.6888555543
113	0.6888173535
114	0.6887804666
115	0.6887420181
116	0.68870512
117	0.688666556
118	0.6886281291
119	0.6885912608
120	0.6885527548
121	0.6885143516
122	0.688477459
123	0.6884393717
124	0.6884008881
125	0.6883620955
126	0.6883254385
127	0.688288724
128	0.6882502978
129	0.6882120212
130	0.6881736416
131	0.6881369958
132	0.6880985411
133	0.6880601261
134	0.6880234691
135	0.6879847714
136	0.6879480972
137	0.687911423
138	0.6878727794
139	0.6878360708
140	0.6877992649
141	0.6877609475
142	0.6877225668
143	0.687684318
144	0.6876467144
145	0.6876085072
146	0.6875701625
147	0.687532029
148	0.6874937174
149	0.6874571585
