iter	RMSE
553	21.60486536
554	21.59543355
555	21.58645586
556	21.58254468
557	21.57234802
558	21.55894164
559	21.55332311
560	21.54507242
561	21.53747473
562	21.53011486
563	21.52693816
564	21.51415728
565	21.50414205
566	21.49480863
567	21.48861696
568	21.47470908
569	21.46873834
570	21.46160886
571	21.45324373
572	21.44056338
573	21.42914721
574	21.42085937
575	21.41369116
576	21.40675128
577	21.39650486
578	21.39253576
579	21.39191058
580	21.38683769
581	21.37724801
582	21.36742114
583	21.35968237
584	21.35007574
585	21.34834025
586	21.34286045
587	21.33753767
588	21.32082615
589	21.31533296
590	21.3086214
591	21.30085802
592	21.29297048
593	21.28255524
594	21.27187566
595	21.26180749
596	21.2555051
597	21.24684127
598	21.23961213
599	21.23329767
600	21.22467689
601	21.2147757
602	21.20363352
603	21.19927533
604	21.19483476
605	21.18911174
606	21.1819012
607	21.17417733
608	21.162149
609	21.1520124
610	21.13930233
611	21.12176296
612	21.11347933
613	21.10247333
614	21.09895147
615	21.08767816
616	21.07814405
617	21.06839872
618	21.06577677
619	21.05434721
620	21.04670225
621	21.03988044
622	21.03254084
623	21.02137028
624	21.01702158
625	21.0072077
626	20.98988139
627	20.9790363
628	20.97441697
629	20.95780001
630	20.94802989
631	20.94342552
632	20.93641623
633	20.93220468
634	20.92137601
635	20.91457582
636	20.914082
637	20.90060581
638	20.88719472
639	20.87862825
640	20.86533894
641	20.85337367
642	20.85113354
643	20.84321272
644	20.83602947
645	20.83090852
646	20.822747
647	20.81938017
648	20.80711674
649	20.8006484
650	20.79179072
651	20.77978215
652	20.77031479
653	20.76593064
654	20.75686339
655	20.7440788
656	20.73173135
657	20.72241629
658	20.7173888
659	20.70728992
660	20.70099498
661	20.69479106
662	20.68867907
663	20.68413121
664	20.67687819
665	20.67119575
666	20.66472266
667	20.65764341
668	20.64912563
669	20.64371727
670	20.6403423
671	20.62845736
672	20.62092964
673	20.61632205
674	20.60564931
675	20.59809577
676	20.58960932
677	20.58014699
678	20.56812587
679	20.56161593
680	20.55197841
681	20.54690505
682	20.54322006
683	20.5368587
684	20.53106953
685	20.52417731
686	20.51424793
687	20.50935093
688	20.50169844
689	20.49754069
690	20.48776371
691	20.48351925
692	20.47383632
693	20.46978722
694	20.46170807
695	20.45986895
696	20.45242014
697	20.4399665
698	20.43620241
699	20.43235784
700	20.42886064
701	20.42068841
702	20.41850928
703	20.40741826
704	20.39667827
705	20.3921336
706	20.39094468
707	20.38293919
708	20.37517515
709	20.36608165
710	20.36117454
711	20.35599519
712	20.35366106
713	20.34141253
714	20.33255047
715	20.32475927
716	20.31840447
717	20.31515676
718	20.29829218
719	20.28820114
720	20.28570455
721	20.27607628
722	20.27259116
723	20.27033434
724	20.26160969
725	20.25268793
726	20.24770612
727	20.24510399
728	20.24125185
729	20.23902468
730	20.23352823
731	20.22920172
732	20.22154809
733	20.21239462
734	20.20011961
735	20.19832931
736	20.19243056
737	20.18704994
738	20.18235135
739	20.1732987
740	20.17000472
741	20.16760797
742	20.16416258
743	20.15520239
744	20.14919531
745	20.14246352
746	20.14203043
747	20.13682403
748	20.1338877
749	20.12564956
750	20.11979287
751	20.11359472
752	20.10688787
753	20.10498333
754	20.0975653
755	20.09118029
756	20.08441597
757	20.07825205
758	20.07463247
759	20.06389215
760	20.05810255
761	20.05075292
762	20.04580681
763	20.04043535
764	20.03664068
765	20.02402554
766	20.0208053
767	20.0167857
768	20.00895104
769	19.99245712
770	19.98209349
771	19.97579658
772	19.97028916
773	19.96306163
774	19.95135884
775	19.94219002
776	19.93800016
777	19.92856495
778	19.92436431
779	19.91480911
780	19.91040971
781	19.90514129
782	19.89594666
783	19.8885047
784	19.88351203
785	19.87507247
786	19.86757168
787	19.86043872
788	19.85685398
789	19.85084207
790	19.83908651
791	19.82905225
792	19.81934852
793	19.81109308
794	19.79883344
795	19.78961049
796	19.78410188
797	19.77929519
798	19.77258437
799	19.76422076
800	19.76212874
801	19.75179524
802	19.74711298
803	19.74357358
804	19.73203732
805	19.72702065
806	19.72053462
807	19.71724832
808	19.71353857
809	19.7071173
810	19.69773104
811	19.69089597
812	19.68346396
813	19.6741994
814	19.67122451
815	19.65937696
816	19.64806705
817	19.64032877
818	19.63308071
819	19.62974446
820	19.62588177
821	19.62129828
822	19.61211549
823	19.60688533
824	19.60167877
825	19.59681527
826	19.58959195
827	19.58819517
828	19.58615054
829	19.58095582
830	19.57620439
831	19.57301384
832	19.5698998
833	19.56474826
834	19.55646741
835	19.5485703
836	19.54061306
837	19.53336304
838	19.52745542
839	19.52334102
840	19.51421271
841	19.50502961
842	19.50225283
843	19.49225899
844	19.48347182
845	19.47566234
846	19.46718791
847	19.45902093
848	19.45069122
849	19.44748929
850	19.43862424
851	19.42966759
852	19.42879679
853	19.42045049
854	19.40463474
855	19.39796697
856	19.39178289
857	19.38485039
858	19.37364294
859	19.36549232
860	19.35906286
861	19.35301823
862	19.35060492
863	19.34267106
864	19.3293923
865	19.31938051
866	19.30766991
867	19.303756
868	19.29631945
869	19.28623177
870	19.28249625
871	19.28187743
872	19.27691605
873	19.27231666
874	19.26789905
875	19.26531225
876	19.25829672
877	19.25141519
878	19.24482465
879	19.24215944
880	19.24092218
881	19.23517734
882	19.2336287
883	19.22202918
884	19.21735037
885	19.21164066
886	19.2070793
887	19.19905498
888	19.18896664
889	19.18537172
890	19.18100765
891	19.17892787
892	19.17343975
893	19.16558627
894	19.1578998
895	19.15529314
896	19.1525479
897	19.14361619
898	19.13628593
899	19.12549154
900	19.12420617
901	19.12163991
902	19.11564469
903	19.1093452
904	19.09822007
905	19.09318066
906	19.08488454
907	19.07942679
908	19.06833018
909	19.05599116
910	19.04646704
911	19.03252695
912	19.02803196
913	19.01906183
914	19.01406454
915	19.00983074
916	19.00822651
917	18.99834952
918	18.99214765
919	18.98501636
920	18.98176833
921	18.97509041
922	18.97065595
923	18.96892102
924	18.96293128
925	18.95831885
926	18.95133275
927	18.94124866
928	18.9264639
929	18.92004278
930	18.91029977
931	18.9062612
932	18.89917323
933	18.89301345
934	18.88362249
935	18.88183596
936	18.87220334
937	18.86862921
938	18.86277071
939	18.85524006
940	18.84994126
941	18.84185078
942	18.83293805
943	18.8233763
944	18.82103778
945	18.81385377
946	18.80010122
947	18.79162833
948	18.78883277
949	18.77980352
950	18.7766976
951	18.773275
952	18.76607772
953	18.76283765
954	18.76013827
955	18.7535606
956	18.74963719
957	18.74416079
958	18.74134051
959	18.73303088
960	18.72681877
961	18.72230784
962	18.72089905
963	18.71574891
964	18.70973642
965	18.70070581
966	18.68647328
967	18.67947032
968	18.67023633
969	18.66064487
970	18.65942311
971	18.6534249
972	18.64567887
973	18.6415991
974	18.63250245
975	18.62778434
976	18.62207867
977	18.61759806
978	18.60772861
979	18.60634423
980	18.59965345
981	18.59445037
982	18.58898537
983	18.58332511
984	18.58212748
985	18.57567174
986	18.56765609
987	18.55813845
988	18.55292763
989	18.55007583
990	18.54431613
991	18.53659513
992	18.53279821
993	18.52155659
994	18.51629547
995	18.50539659
996	18.50056583
997	18.48934875
998	18.47943439
999	18.47729064
