iter	Passed	Remaining
0	1	68
1	2	48
2	3	53
3	4	46
4	4	41
5	5	38
6	5	36
7	6	35
8	7	33
9	8	32
10	8	31
11	9	30
12	10	29
13	10	27
14	11	26
15	12	25
16	13	25
17	13	24
18	14	23
19	15	22
20	15	21
21	16	20
22	17	20
23	17	19
24	18	18
25	19	17
26	19	16
27	20	16
28	21	15
29	21	14
30	26	15
31	26	14
32	27	14
33	28	13
34	29	12
35	29	11
36	30	10
37	31	9
38	31	8
39	32	8
40	33	7
41	33	6
42	35	5
43	41	5
44	41	4
45	47	4
46	48	3
47	51	2
48	52	1
49	53	0
